Saison;DateMatch;Journee;Equipe;Competition;Lieu;Score
2008-09;;12.0;Jeunesse Sportive Massira;Championnat;Exterieur;1-0
2008-09;;13.0;Ittihad Zemmouri de Khemisset;Championnat;Domicile;0-0
2008-09;;14.0;Mouloudia Club Oujda;Championnat;Exterieur;1-0
2008-09;;15.0;Difaa Hassani Jadidi;Championnat;Domicile;0-1
2008-09;;16.0;Maghreb Association Sportive;Championnat;Domicile;0-0
2008-09;;17.0;Kenitra Athletic Club;Championnat;Exterieur;1-0
2008-09;;18.0;Olympique Club de Khouribga;Championnat;Exterieur;1-0
2008-09;;19.0;Kawkab Athletic Club de Marrakech;Championnat;Domicile;3-0
2008-09;;20.0;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;2-1
2008-09;;21.0;Hassania Union Sport Agadir;Championnat;Domicile;2-1
2008-09;;22.0;Olympique Safi;Championnat;Exterieur;1-1
2008-09;;23.0;Forces Armees Royales;Championnat;Domicile;0-0
2008-09;;24.0;Moghreb Athletic de Tetouan;Championnat;Exterieur;0-2
2008-09;;25.0;Association Sportive de Sale;Championnat;Domicile;1-0
2008-09;;26.0;Raja Club Athletic;Championnat;Exterieur;1-0
2008-09;;27.0;Jeunesse Sportive Massira;Championnat;Domicile;3-3
2008-09;;28.0;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-1
2008-09;;29.0;Mouloudia Club Oujda;Championnat;Domicile;2-1
2008-09;;30.0;Difaa Hassani Jadidi;Championnat;Exterieur;0-2
2009-10;;1.0;Fath Union Sport;Championnat;Exterieur;3-2
2009-10;;2.0;Jeunesse Sportive Massira;Championnat;Domicile;3-1
2009-10;;3.0;Maghreb Association Sportive;Championnat;Exterieur;2-2
2009-10;;4.0;Association Sportive de Sale;Championnat;Domicile;0-1
2009-10;;5.0;Ittihad Zemmouri de Khemisset;Championnat;Domicile;2-1
2009-10;;6.0;Olympique Club de Khouribga;Championnat;Exterieur;0-0
2009-10;;7.0;Olympique Safi;Championnat;Domicile;1-0
2009-10;;8.0;Forces Armees Royales;Championnat;Exterieur;0-1
2009-10;;9.0;Hassania Union Sport Agadir;Championnat;Domicile;1-0
2009-10;;10.0;Kenitra Athletic Club;Championnat;Exterieur;1-0
2009-10;;11.0;Wydad Athletic de Fes;Championnat;Domicile;3-1
2009-10;;12.0;Raja Club Athletic;Championnat;Exterieur;1-1
2009-10;;13.0;Moghreb Athletic de Tetouan;Championnat;Domicile;2-1
2009-10;;14.0;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;2-0
2009-10;;15.0;Difaa Hassani Jadidi;Championnat;Domicile;1-2
2009-10;;16.0;Jeunesse Sportive Massira;Championnat;Exterieur;3-1
2009-10;;17.0;Maghreb Association Sportive;Championnat;Domicile;1-0
2009-10;;18.0;Association Sportive de Sale;Championnat;Exterieur;1-1
2009-10;;19.0;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-1
2009-10;;20.0;Olympique Club de Khouribga;Championnat;Domicile;1-0
2009-10;;21.0;Olympique Safi;Championnat;Exterieur;1-1
2009-10;;22.0;Forces Armees Royales;Championnat;Domicile;1-0
2009-10;;23.0;Hassania Union Sport Agadir;Championnat;Exterieur;1-1
2009-10;;24.0;Kenitra Athletic Club;Championnat;Domicile;2-2
2009-10;;25.0;Wydad Athletic de Fes;Championnat;Exterieur;0-0
2009-10;;26.0;Raja Club Athletic;Championnat;Domicile;0-1
2009-10;;27.0;Moghreb Athletic de Tetouan;Championnat;Exterieur;0-1
2009-10;;28.0;Kawkab Athletic Club de Marrakech;Championnat;Domicile;2-0
2009-10;;29.0;Difaa Hassani Jadidi;Championnat;Exterieur;0-0
2009-10;;30.0;Fath Union Sport;Championnat;Domicile;1-0
2010-11;;;Chabab Rif Al Hoceima;Championnat;Exterieur;0-0
2010-11;;;Difaa Hassani Jadidi;Championnat;Exterieur;1-0
2010-11;;;Forces Armees Royales;Championnat;Exterieur;1-1
2010-11;;;Fath Union Sport;Championnat;Exterieur;1-0
2010-11;;;Hassania Union Sport Agadir;Championnat;Exterieur;0-0
2010-11;;;Chabab Kasba Tadla;Championnat;Exterieur;3-0
2010-11;;;Jeunesse Sportive Massira;Championnat;Exterieur;1-0
2010-11;;;Kenitra Athletic Club;Championnat;Exterieur;0-0
2010-11;;;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-0
2010-11;;;Maghreb Association Sportive;Championnat;Exterieur;1-2
2010-11;;;Moghreb Athletic de Tetouan;Championnat;Exterieur;1-0
2010-11;;;Olympique Club de Khouribga;Championnat;Exterieur;0-1
2010-11;;;Olympique Safi;Championnat;Exterieur;1-0
2010-11;;;Raja Club Athletic;Championnat;Exterieur;2-1
2010-11;;;Chabab Rif Al Hoceima;Championnat;Domicile;2-2
2010-11;;;Difaa Hassani Jadidi;Championnat;Domicile;1-1
2010-11;;;Forces Armees Royales;Championnat;Domicile;1-1
2010-11;;;Fath Union Sport;Championnat;Domicile;0-2
2010-11;;;Hassania Union Sport Agadir;Championnat;Domicile;1-1
2010-11;;;Chabab Kasba Tadla;Championnat;Domicile;0-0
2010-11;;;Jeunesse Sportive Massira;Championnat;Domicile;2-0
2010-11;;;Kenitra Athletic Club;Championnat;Domicile;0-0
2010-11;;;Kawkab Athletic Club de Marrakech;Championnat;Domicile;2-0
2010-11;;;Maghreb Association Sportive;Championnat;Domicile;3-1
2010-11;;;Moghreb Athletic de Tetouan;Championnat;Domicile;1-2
2010-11;;;Olympique Club de Khouribga;Championnat;Domicile;1-2
2010-11;;;Olympique Safi;Championnat;Domicile;1-0
2010-11;;;Raja Club Athletic;Championnat;Domicile;1-1
2010-11;;;Wydad Athletic de Fes;Championnat;Domicile;2-0
2010-11;;;Wydad Athletic de Fes;Championnat;Exterieur;1-0
2011-12;;;Maghreb Association Sportive;Championnat;Exterieur;1-1
2011-12;;;Wydad Athletic de Fes;Championnat;Exterieur;1-0
2011-12;;;Forces Armees Royales;Championnat;Exterieur;2-2
2011-12;;;Fath Union Sport;Championnat;Exterieur;0-0
2011-12;;;Maghreb Association Sportive;Championnat;Domicile;1-1
2011-12;;;Wydad Athletic de Fes;Championnat;Domicile;2-2
2011-12;;;Forces Armees Royales;Championnat;Domicile;2-0
2011-12;;;Fath Union Sport;Championnat;Domicile;2-0
2011-12;;;Raja Club Athletic;Championnat;Domicile;0-0
2011-12;;;Kenitra Athletic Club;Championnat;Domicile;1-1
2011-12;;;Olympique Club de Khouribga;Championnat;Domicile;3-0
2011-12;;;Olympique Safi;Championnat;Domicile;2-1
2011-12;;;Difaa Hassani Jadidi;Championnat;Domicile;0-1
2011-12;;;Moghreb Athletic de Tetouan;Championnat;Domicile;1-0
2011-12;;;Jeunesse Sportive Massira;Championnat;Domicile;2-0
2011-12;;;Hassania Union Sport Agadir;Championnat;Domicile;3-1
2011-12;;;Chabab Rif Al Hoceima;Championnat;Domicile;1-0
2011-12;;;Club Omnisport de Meknes;Championnat;Domicile;1-0
2011-12;;;Ittihad Zemmouri de Khemisset;Championnat;Domicile;2-0
2011-12;;;Raja Club Athletic;Championnat;Exterieur;1-0
2011-12;;;Kenitra Athletic Club;Championnat;Exterieur;1-1
2011-12;;;Olympique Club de Khouribga;Championnat;Exterieur;1-1
2011-12;;;Olympique Safi;Championnat;Exterieur;1-2
2011-12;;;Difaa Hassani Jadidi;Championnat;Exterieur;0-1
2011-12;;;Moghreb Athletic de Tetouan;Championnat;Exterieur;0-2
2011-12;;;Jeunesse Sportive Massira;Championnat;Exterieur;0-0
2011-12;;;Hassania Union Sport Agadir;Championnat;Exterieur;0-1
2011-12;;;Chabab Rif Al Hoceima;Championnat;Exterieur;0-0
2011-12;;;Club Omnisport de Meknes;Championnat;Exterieur;0-0
2011-12;;;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;1-0
